time_minutes,Gate_Voltage,Collector_Current
6750,2.542677,7.278423e-09
6780,2.563251,7.372099e-09
6810,2.583211,7.435702e-09
6840,2.603438,7.475129e-09
6870,2.623329,7.55132e-09
6900,2.643255,7.57737e-09
6930,2.663819,7.6218e-09
6960,2.683763,7.714565e-09
6990,2.703653,7.769031e-09
7020,2.723923,7.854377e-09
7050,2.743816,7.940836e-09
7080,2.764441,8.007216e-09
7110,2.784364,8.076691e-09
7140,2.804224,8.16634e-09
7170,2.824497,8.23287e-09
7200,2.844419,8.3361e-09
7230,2.864985,8.419628e-09
7260,2.8849,8.501236e-09
7290,2.904806,8.620668e-09
7320,2.924726,8.731551e-09
7350,2.944955,8.847162e-09
7380,2.965205,8.990162e-09
7410,2.985433,9.090797e-09
7440,3.005328,9.2448e-09
7470,3.025263,9.409778e-09
7500,3.04518,9.586202e-09
7530,3.065786,9.76896e-09
7560,3.085695,9.987857e-09
7590,3.105977,1.018478e-08
7620,3.125852,1.044324e-08
7650,3.145758,1.071946e-08
7680,3.16635,1.099861e-08
7710,3.186263,1.133673e-08
7740,3.206146,1.163761e-08
7770,3.226403,1.19912e-08
7800,3.246316,1.233643e-08
7830,3.266887,1.284523e-08
7860,3.286824,1.337328e-08
7890,3.30671,1.398664e-08
7920,3.326956,1.467085e-08
7950,3.346868,1.546033e-08
7980,3.36744,1.632441e-08
8010,3.387345,1.719275e-08
8040,3.407194,1.866173e-08
8070,3.427105,1.9891e-08
8100,3.447376,2.106801e-08
8130,3.467619,2.247159e-08
8160,3.487844,2.410499e-08
8190,3.507747,2.591871e-08
8220,3.527687,2.802287e-08
8250,3.547559,3.033222e-08
8280,3.568156,3.30464e-08
8310,3.588054,3.603518e-08
8340,3.608339,3.940201e-08
8370,3.628231,4.320945e-08
8400,3.648121,4.748048e-08
8430,3.668727,5.247721e-08
8460,3.688624,5.791179e-08
8490,3.708904,6.42394e-08
8520,3.728798,7.117086e-08
8550,3.749431,7.936299e-08
8580,3.76932,8.830844e-08
8610,3.789272,9.842006e-08
8640,3.809168,1.098845e-07
8670,3.829392,1.22979e-07
8700,3.849643,1.380122e-07
8730,3.869892,1.549925e-07
8760,3.889839,1.738828e-07
8790,3.909698,1.952703e-07
8820,3.929646,2.1961e-07
8850,3.950241,2.481323e-07
8880,3.970165,2.795746e-07
8910,3.990398,3.15803e-07
8940,4.010274,3.562843e-07
8970,4.03023,4.02261e-07
9000,4.05081,4.563627e-07
9030,4.07072,5.15886e-07
9060,4.090615,5.83456e-07
9090,4.11089,6.617244e-07
9120,4.130885,7.493292e-07
9150,4.151466,8.525172e-07
9180,4.171378,9.661456e-07
9210,4.191173,1.094357e-06
9240,4.211406,1.244042e-06
9270,4.231318,1.411534e-06
9300,4.251912,1.609098e-06
9330,4.271837,1.82717e-06
9360,4.291775,2.075381e-06
9390,4.311714,2.358115e-06
9420,4.331966,2.685918e-06
9450,4.352195,3.059954e-06
9480,4.37247,3.487e-06
9510,4.392389,3.966135e-06
9540,4.412268,4.512429e-06
9570,4.432243,5.135228e-06
9600,4.452852,5.871483e-06
9630,4.47277,6.684734e-06
9660,4.49303,7.628552e-06
9690,4.512951,8.687192e-06
9720,4.532932,9.894758e-06
9750,4.55336,1.130031e-05
9780,4.573287,1.28773e-05
9810,4.593503,1.47037e-05
9840,4.61346,1.67563e-05
9870,4.633363,1.909462e-05
9900,4.653964,2.18604e-05
9930,4.673826,2.491193e-05
9960,4.69378,2.839235e-05
9990,4.71403,3.243939e-05
10020,4.733975,3.697383e-05
10050,4.754569,4.233795e-05
10080,4.774413,4.824065e-05
10110,4.794353,5.49928e-05
10140,4.814272,6.268083e-05
10170,4.834523,7.16028e-05
10200,4.854828,8.178193e-05
10230,4.875076,9.339567e-05
10260,4.894764,0.0001061556
10290,4.914696,0.0001209904
10320,4.934626,0.0001378053
10350,4.955226,0.0001576099
10380,4.975142,0.0001794314
10410,4.995404,0.0002046854
10440,5.015338,0.0002328968
10470,5.026341,0.0002500229
10500,5.02636,0.0002500225
10530,5.026377,0.0002500214
10560,5.026386,0.0002500225
10590,5.026391,0.0002500214
10620,5.026462,0.0002500228
10650,5.026486,0.0002500236
10680,5.026518,0.0002500233
10710,5.026484,0.0002500213
10740,5.026502,0.0002500222
10770,5.026524,0.000250022
10800,5.026556,0.0002500229
10830,5.026555,0.0002500229
10860,5.026521,0.0002500212
10890,5.026549,0.0002500211
10920,5.026565,0.0002500226
10950,5.02659,0.0002500228
10980,5.026588,0.0002500232
11010,5.026583,0.0002500216
11040,5.026625,0.0002500233
11070,5.026577,0.0002500218
11100,5.026642,0.0002500246
11130,5.026607,0.0002500225
11160,5.026602,0.0002500237
11190,5.026622,0.0002500233
11220,5.026619,0.0002500219
11250,5.026649,0.0002500222
11280,5.026671,0.0002500229
11310,5.026646,0.0002500228
11340,5.026642,0.0002500224
11370,5.026695,0.0002500238
11400,5.026671,0.0002500223
11430,5.026676,0.0002500238
11460,5.026677,0.0002500223
11490,5.026693,0.0002500229
11520,5.026697,0.0002500234
11550,5.026658,0.0002500221
11580,5.026699,0.0002500234
11610,5.026698,0.0002500229
11640,5.026704,0.0002500228
11670,5.026714,0.0002500225
11700,5.026714,0.0002500227
11730,5.026754,0.0002500234
11760,5.026746,0.0002500227
11790,5.026745,0.0002500232
11820,5.026767,0.0002500231
11850,5.026755,0.0002500247
11880,5.02677,0.0002500233
11910,5.026754,0.0002500228
11940,2.020205,6.093055e-09
11970,2.040105,6.148801e-09
12000,2.060691,6.189122e-09
12030,2.080598,6.236554e-09
12060,2.100851,6.293348e-09
12090,2.12077,6.313526e-09
12120,2.140715,6.376477e-09
12150,2.161283,6.424606e-09
12180,2.181167,6.447779e-09
12210,2.201076,6.53062e-09
12240,2.22135,6.573287e-09
12270,2.241273,6.604808e-09
12300,2.261842,6.677446e-09
12330,2.281755,6.730556e-09
12360,2.301654,6.752682e-09
12390,2.321578,6.815085e-09
12420,2.341845,6.850014e-09
12450,2.362453,6.883754e-09
12480,2.38237,6.971034e-09
12510,2.402262,7.00349e-09
12540,2.422202,7.063467e-09
12570,2.442431,7.140979e-09
12600,2.462685,7.162962e-09
12630,2.482913,7.225895e-09
12660,2.50286,7.279856e-09
12690,2.522732,7.319084e-09
12720,2.542704,7.375781e-09
12750,2.563264,7.42118e-09
12780,2.58315,7.455323e-09
12810,2.603449,7.545733e-09
12840,2.623302,7.593352e-09
12870,2.643246,7.659592e-09
12900,2.663854,7.740699e-09
12930,2.683764,7.76452e-09
12960,2.703647,7.81956e-09
12990,2.723943,7.917968e-09
13020,2.743802,7.955338e-09
13050,2.7644,8.047885e-09
13080,2.78432,8.119741e-09
13110,2.804225,8.169915e-09
13140,2.824493,8.272999e-09
13170,2.844417,8.350316e-09
13200,2.864977,8.427683e-09
13230,2.884893,8.54677e-09
13260,2.904813,8.610415e-09
13290,2.924705,8.684736e-09
13320,2.944973,8.827677e-09
13350,2.965217,8.923073e-09
13380,2.985457,9.063297e-09
13410,3.005382,9.212414e-09
13440,3.025268,9.335289e-09
13470,3.045171,9.479434e-09
13500,3.065762,9.672267e-09
13530,3.085688,9.837699e-09
13560,3.105926,1.004254e-08
13590,3.125831,1.025213e-08
13620,3.145752,1.046436e-08
13650,3.166339,1.075724e-08
13680,3.186249,1.10258e-08
13710,3.206146,1.13387e-08
13740,3.226408,1.170946e-08
13770,3.246306,1.205758e-08
13800,3.266904,1.248986e-08
13830,3.286824,1.297721e-08
13860,3.306745,1.349549e-08
13890,3.326962,1.408371e-08
13920,3.346868,1.475264e-08
13950,3.367443,1.547755e-08
13980,3.387337,1.629699e-08
14010,3.407223,1.719631e-08
14040,3.427101,1.819192e-08
14070,3.447393,1.936856e-08
14100,3.467643,2.063575e-08
14130,3.487854,2.206754e-08
14160,3.507745,2.369205e-08
14190,3.527694,2.549227e-08
14220,3.547586,2.750819e-08
14250,3.568178,2.987056e-08
14280,3.588099,3.24237e-08
14310,3.608368,3.536891e-08
14340,3.628261,3.865194e-08
14370,3.648157,4.231658e-08
14400,3.668736,4.661932e-08
14430,3.68863,5.131661e-08
14460,3.708895,5.670271e-08
14490,3.728811,6.270694e-08
14520,3.749422,6.975529e-08
14550,3.769358,7.744129e-08
14580,3.789271,8.615071e-08
14610,3.809155,9.59715e-08
14640,3.829425,1.072737e-07
14670,3.849653,1.201432e-07
14700,3.869908,1.347161e-07
14730,3.889815,1.509563e-07
14760,3.909697,1.693457e-07
14790,3.929613,1.901957e-07
14820,3.950226,2.146792e-07
14850,3.97014,2.416498e-07
14880,3.990395,2.727132e-07
14910,4.010305,3.07415e-07
14940,4.030215,3.468218e-07
14970,4.050796,3.931825e-07
15000,4.070696,4.44172e-07
15030,4.090622,5.020777e-07
15060,4.110912,5.691878e-07
15090,4.13085,6.443036e-07
15120,4.151479,7.326236e-07
15150,4.171385,8.298695e-07
15180,4.191319,9.407655e-07
15210,4.211432,1.067989e-06
15240,4.231354,1.211605e-06
15270,4.25192,1.380697e-06
15300,4.271856,1.567367e-06
15330,4.291736,1.779743e-06
15360,4.31166,2.021837e-06
15390,4.331937,2.302044e-06
15420,4.35218,2.622267e-06
15450,4.372438,2.987823e-06
15480,4.392344,3.398212e-06
15510,4.412277,3.865729e-06
15540,4.432236,4.398818e-06
15570,4.45285,5.029303e-06
15600,4.472771,5.724989e-06
15630,4.493041,6.533616e-06
15660,4.512972,7.440794e-06
15690,4.532885,8.474368e-06
15720,4.553511,9.696988e-06
15750,4.573308,1.10309e-05
15780,4.593537,1.259791e-05
15810,4.613452,1.435745e-05
15840,4.633333,1.636247e-05
15870,4.653977,1.873703e-05
15900,4.673865,2.135624e-05
15930,4.693785,2.434149e-05
15960,4.714026,2.781317e-05
15990,4.733955,3.171038e-05
16020,4.754577,3.631664e-05
16050,4.774438,4.138837e-05
16080,4.794311,4.718663e-05
16110,4.814288,5.379589e-05
16140,4.834542,6.147419e-05
16170,4.854812,7.02411e-05
16200,4.875074,8.023181e-05
16230,4.894981,9.144277e-05
16260,4.914944,0.0001042304
16290,4.934638,0.0001184951
16320,4.955209,0.000135603
16350,4.975132,0.0001544568
16380,4.99542,0.000176269
16410,5.015312,0.0002006444
16440,5.035233,0.0002283407
16470,5.049236,0.0002500228
16500,5.049306,0.0002500231
16530,5.049335,0.000250023
16560,5.049379,0.0002500232
16590,5.049396,0.0002500248
16620,5.049417,0.0002500236
16650,5.049425,0.0002500228
16680,5.049462,0.0002500232
16710,5.049483,0.0002500228
16740,5.049456,0.0002500216
16770,5.049492,0.0002500213
16800,5.0495,0.0002500217
16830,5.049489,0.0002500221
16860,5.049524,0.000250023
16890,5.049533,0.000250024
16920,5.049563,0.0002500234
16950,5.049531,0.0002500224
16980,5.049573,0.0002500238
17010,5.049564,0.000250023
17040,5.049589,0.0002500241
17070,5.049551,0.0002500208
17100,5.049583,0.0002500219
17130,5.049606,0.0002500233
17160,5.049638,0.0002500233
17190,5.049632,0.0002500232
17220,5.049632,0.0002500226
17250,5.049647,0.0002500225
17280,5.049616,0.0002500212
17310,5.049636,0.0002500221
17340,5.049677,0.0002500241
17370,5.049656,0.0002500218
17400,5.049674,0.0002500229
17430,5.049685,0.0002500228
17460,5.049705,0.0002500236
17490,5.04973,0.0002500244
17520,5.049723,0.000250023
17550,5.049716,0.000250023
17580,5.049679,0.0002500213
17610,5.049712,0.0002500213
17640,5.049737,0.0002500228
17670,5.049736,0.0002500225
17700,5.049733,0.0002500237
17730,5.04974,0.0002500232
17760,5.049746,0.0002500238
17790,5.049738,0.0002500226
17820,5.049742,0.0002500229
17850,5.049729,0.0002500217
17880,5.049754,0.0002500246
17910,2.020159,6.105468e-09
17940,2.040094,6.178072e-09
17970,2.060699,6.236743e-09
18000,2.080637,6.261514e-09
18030,2.100831,6.306798e-09
18060,2.120746,6.380238e-09
18090,2.140675,6.404697e-09
18120,2.161292,6.45664e-09
18150,2.181175,6.52937e-09
18180,2.201065,6.548802e-09
18210,2.221344,6.623494e-09
18240,2.241262,6.687338e-09
18270,2.261858,6.742682e-09
18300,2.281728,6.781067e-09
18330,2.30166,6.845406e-09
18360,2.321609,6.887681e-09
18390,2.341855,6.952816e-09
18420,2.362435,6.990847e-09
18450,2.382366,7.02253e-09
18480,2.402285,7.098752e-09
18510,2.422209,7.135656e-09
18540,2.44241,7.209583e-09
18570,2.462675,7.274681e-09
18600,2.482931,7.312172e-09
18630,2.502823,7.343733e-09
18660,2.52277,7.418993e-09
18690,2.54265,7.466413e-09
18720,2.563222,7.52508e-09
18750,2.583176,7.591962e-09
18780,2.603454,7.635573e-09
18810,2.62333,7.71483e-09
18840,2.643234,7.752177e-09
18870,2.663835,7.82596e-09
18900,2.683743,7.897225e-09
18930,2.703647,7.954288e-09
18960,2.723896,7.979609e-09
18990,2.743861,8.079166e-09
19020,2.76442,8.146233e-09
19050,2.784355,8.214106e-09
19080,2.804262,8.296297e-09
19110,2.824489,8.359996e-09
19140,2.844433,8.43801e-09
19170,2.864982,8.519355e-09
19200,2.884902,8.615229e-09
19230,2.904793,8.714518e-09
19260,2.924734,8.81419e-09
19290,2.944962,8.874789e-09
19320,2.96517,9.004407e-09
19350,2.985458,9.12013e-09
19380,3.00536,9.235634e-09
19410,3.025258,9.388432e-09
19440,3.045166,9.513272e-09
19470,3.065769,9.656593e-09
19500,3.085703,9.802089e-09
19530,3.105948,9.985215e-09
19560,3.125872,1.0168e-08
19590,3.145741,1.04058e-08
19620,3.166308,1.061158e-08
19650,3.186275,1.086723e-08
19680,3.206161,1.114124e-08
19710,3.226402,1.144103e-08
19740,3.246301,1.178304e-08
19770,3.266912,1.21475e-08
19800,3.286783,1.252593e-08
19830,3.306696,1.299121e-08
19860,3.326961,1.349362e-08
19890,3.346846,1.402638e-08
19920,3.36746,1.467768e-08
19950,3.387387,1.534107e-08
19980,3.407211,1.609347e-08
20010,3.427124,1.695788e-08
20040,3.447398,1.791886e-08
20070,3.467647,1.900222e-08
20100,3.487873,2.021553e-08
20130,3.507785,2.153322e-08
20160,3.527693,2.303872e-08
20190,3.547606,2.4728e-08
20220,3.568171,2.667383e-08
20250,3.588091,2.881284e-08
20280,3.608354,3.12435e-08
20310,3.628251,3.391209e-08
20340,3.648161,3.697012e-08
20370,3.668725,4.052112e-08
20400,3.688646,4.438086e-08
20430,3.708911,4.883312e-08
20460,3.728807,5.374415e-08
20490,3.749431,5.950713e-08
20520,3.769319,6.584248e-08
20550,3.789237,7.294568e-08
20580,3.809135,8.100402e-08
20610,3.829401,9.027516e-08
20640,3.849649,1.007296e-07
20670,3.869918,1.12646e-07
20700,3.889809,1.25893e-07
20730,3.909685,1.408506e-07
20760,3.929621,1.578489e-07
20790,3.95022,1.77756e-07
20820,3.970141,1.99621e-07
20850,3.990375,2.24867e-07
20880,4.010316,2.530006e-07
20910,4.030214,2.849537e-07
20940,4.050776,3.22506e-07
20970,4.07069,3.637391e-07
21000,4.090621,4.105635e-07
21030,4.110876,4.647963e-07
21060,4.13083,5.253883e-07
21090,4.151438,5.967314e-07
21120,4.171345,6.7514e-07
21150,4.191283,7.643753e-07
21180,4.211563,8.677268e-07
21210,4.231524,9.833228e-07
21240,4.251889,1.118292e-06
21270,4.27184,1.268326e-06
21300,4.29177,1.438922e-06
21330,4.311698,1.633282e-06
21360,4.331947,1.858042e-06
21390,4.3522,2.114745e-06
21420,4.372428,2.407313e-06
21450,4.392328,2.735948e-06
21480,4.412296,3.110079e-06
21510,4.432197,3.536485e-06
21540,4.452838,4.039845e-06
21570,4.472763,4.595689e-06
21600,4.493034,5.241133e-06
21630,4.512929,5.964736e-06
21660,4.532858,6.788553e-06
21690,4.553482,7.763403e-06
21720,4.573436,8.841564e-06
21750,4.593692,1.009199e-05
21780,4.613443,1.147556e-05
21810,4.633348,1.307337e-05
21840,4.653964,1.496124e-05
21870,4.673876,1.7047e-05
21900,4.693788,1.942222e-05
21930,4.714024,2.218197e-05
21960,4.733964,2.528369e-05
21990,4.754553,2.89396e-05
22020,4.774406,3.297351e-05
22050,4.794333,3.758554e-05
22080,4.814245,4.283859e-05
22110,4.834527,4.894134e-05
22140,4.854743,5.590104e-05
22170,4.87503,6.385354e-05
22200,4.894976,7.276946e-05
22230,4.914921,8.293997e-05
22260,4.934835,9.450383e-05
22290,4.955215,0.0001078759
22320,4.975141,0.0001229343
22350,4.995436,0.0001403221
22380,5.015324,0.0001597552
22410,5.03522,0.0001818214
22440,5.055822,0.0002078337
22470,5.075696,0.0002364791
22500,5.084399,0.0002500222
22530,5.084464,0.0002500242
22560,5.084477,0.0002500229
22590,5.084483,0.0002500215
22620,5.084543,0.0002500229
22650,5.084558,0.0002500237
22680,5.084587,0.0002500227
22710,5.084593,0.0002500232
22740,5.08462,0.0002500239
22770,5.084623,0.000250023
22800,5.084628,0.0002500229
22830,5.084618,0.0002500221
22860,5.084668,0.0002500238
22890,5.084635,0.000250021
22920,5.084682,0.0002500236
22950,5.0847,0.0002500241
22980,5.084691,0.0002500232
23010,5.08471,0.0002500242
23040,5.084737,0.0002500225
23070,5.084723,0.0002500234
23100,5.084735,0.0002500234
23130,5.084747,0.0002500223
23160,5.084745,0.0002500221
23190,5.084748,0.0002500218
23220,5.084735,0.000250022
23250,5.084766,0.0002500231
23280,5.084786,0.0002500228
23310,5.084742,0.0002500211
23340,5.084786,0.0002500232
23370,5.084756,0.0002500217
23400,5.0848,0.0002500236
23430,5.084772,0.0002500222
23460,5.084805,0.0002500228
23490,5.08477,0.0002500222
23520,5.084787,0.000250023
23550,5.084769,0.0002500219
23580,5.08481,0.0002500244
23610,5.084781,0.0002500214
23640,5.084798,0.0002500245
23670,5.08482,0.0002500234
23700,5.084843,0.0002500227
23730,5.084822,0.0002500228
23760,5.084798,0.0002500215
23790,5.084847,0.0002500229
23820,5.084807,0.0002500218
23850,5.084841,0.0002500228
23880,2.020186,6.623396e-09
23910,2.040115,6.66844e-09
23940,2.0607,6.691665e-09
23970,2.080607,6.743723e-09
24000,2.100878,6.826225e-09
24030,2.120754,6.869827e-09
24060,2.140698,6.93834e-09
24090,2.161277,7.007823e-09
24120,2.181177,7.036216e-09
24150,2.201123,7.091097e-09
24180,2.221352,7.14341e-09
24210,2.241285,7.190644e-09
24240,2.261859,7.260409e-09
24270,2.281734,7.295253e-09
24300,2.301634,7.331804e-09
24330,2.321573,7.417975e-09
24360,2.34181,7.460253e-09
24390,2.362392,7.516171e-09
24420,2.382356,7.582571e-09
24450,2.402267,7.612655e-09
24480,2.422147,7.665703e-09
24510,2.442442,7.766892e-09
24540,2.462668,7.803635e-09
24570,2.48292,7.877725e-09
24600,2.502847,7.92298e-09
24630,2.522756,7.948872e-09
24660,2.542671,8.029697e-09
24690,2.563224,8.077029e-09
24720,2.583155,8.136224e-09
24750,2.603418,8.223903e-09
24780,2.623313,8.272078e-09
24810,2.643214,8.302696e-09
24840,2.663844,8.394352e-09
24870,2.683729,8.444278e-09
24900,2.703673,8.521996e-09
24930,2.723924,8.590964e-09
24960,2.743867,8.650681e-09
24990,2.764453,8.719868e-09
25020,2.784337,8.807464e-09
25050,2.804215,8.87119e-09
25080,2.824485,8.971148e-09
25110,2.844411,9.030437e-09
25140,2.864992,9.087905e-09
25170,2.884911,9.198456e-09
25200,2.904813,9.296338e-09
25230,2.924721,9.371575e-09
25260,2.944975,9.501545e-09
25290,2.965223,9.586588e-09
25320,2.985419,9.698681e-09
25350,3.005366,9.831412e-09
25380,3.025287,9.944887e-09
25410,3.045192,1.008779e-08
25440,3.06578,1.026421e-08
25470,3.085712,1.040055e-08
25500,3.10598,1.058742e-08
25530,3.125897,1.077577e-08
25560,3.145789,1.096857e-08
25590,3.16637,1.121548e-08
25620,3.186238,1.144374e-08
25650,3.206149,1.168838e-08
25680,3.226402,1.201053e-08
25710,3.246336,1.232827e-08
25740,3.266912,1.269471e-08
25770,3.286813,1.308816e-08
25800,3.306713,1.35008e-08
25830,3.326977,1.39925e-08
25860,3.346874,1.45433e-08
25890,3.36745,1.512858e-08
25920,3.387366,1.579234e-08
25950,3.407212,1.653049e-08
25980,3.427112,1.732728e-08
26010,3.447379,1.82632e-08
26040,3.467652,1.930871e-08
26070,3.487896,2.046175e-08
26100,3.507773,2.174644e-08
26130,3.527685,2.315965e-08
26160,3.54764,2.475699e-08
26190,3.568173,2.665034e-08
26220,3.588096,2.866778e-08
26250,3.608321,3.101237e-08
26280,3.628229,3.358939e-08
26310,3.648131,3.645368e-08
26340,3.668749,3.982237e-08
26370,3.68865,4.352594e-08
26400,3.70889,4.774201e-08
26430,3.728798,5.243421e-08
26460,3.749428,5.791846e-08
26490,3.769315,6.387405e-08
26520,3.789253,7.064295e-08
26550,3.809163,7.826605e-08
26580,3.8294,8.702707e-08
26610,3.849638,9.69622e-08
26640,3.869887,1.081929e-07
