time_minutes,Gate_Voltage,Collector_Current_microampere
3300,4.231336,2.005032
3330,4.251933,2.287071
3360,4.271846,2.5980559999999997
3390,4.291782,2.952445
3420,4.311717,3.356128
3450,4.331992,3.8241219999999996
3480,4.352223,4.357703
3510,4.37242,4.967564
3540,4.392414,5.6516589999999995
3570,4.412311,6.43147
3600,4.432258,7.320898
3630,4.452907,8.370707999999999
3660,4.472833,9.532869999999999
3690,4.492962,10.85799
3720,4.512863,12.36599
3750,4.532762,14.0847
3780,4.553361,16.11418
3810,4.573306,18.358320000000003
3840,4.59353,20.959899999999998
3870,4.613455,23.88206
3900,4.63335,27.2086
3930,4.654008,31.14604
3960,4.673873,35.487210000000005
3990,4.693801,40.430150000000005
4020,4.714057,46.172160000000005
4050,4.734005,52.61518
4080,4.754614,60.22027
4110,4.774482,68.58341
4140,4.794396,78.13604000000001
4170,4.814296,89.01392000000001
4200,4.834622,101.6271
4230,4.854628,115.7151
4260,4.874881,132.0859
4290,4.894793,150.3502
4320,4.914711,171.14260000000002
4350,4.934645,194.74
4380,4.955229,222.4701
4410,4.973337,250.0224
4440,4.973408,250.02409999999998
4470,4.973413,250.0246
4500,4.973471,250.0243
4530,4.973481,250.02230000000003
4560,4.973468,250.02329999999998
4590,4.973508,250.0238
4620,4.973548,250.0236
4650,4.97353,250.02169999999998
4680,4.973585,250.02329999999998
4710,4.973554,250.0218
4740,4.973597,250.02279999999996
4770,4.973607,250.0238
4800,4.973621,250.02279999999996
4830,4.973601,250.0219
4860,4.973613,250.0218
4890,4.973647,250.02290000000002
4920,4.97368,250.02450000000002
4950,4.973681,250.0242
4980,4.973691,250.02290000000002
5010,4.973719,250.0238
5040,4.973693,250.02279999999996
5070,4.973739,250.02310000000003
5100,4.973757,250.02390000000003
5130,4.973729,250.02249999999998
5160,4.973772,250.025
5190,4.973725,250.0218
5220,4.973768,250.023
5250,4.973743,250.02169999999998
5280,4.973767,250.023
5310,4.973807,250.02370000000002
5340,4.973799,250.02290000000002
5370,4.973803,250.02139999999997
5400,4.97383,250.0236
5430,4.973805,250.02120000000002
5460,4.973841,250.023
5490,4.973825,250.0213
5520,4.973832,250.02230000000003
5550,4.973884,250.0236
5580,4.973903,250.02489999999997
5610,4.973851,250.02139999999997
5640,4.973894,250.02279999999996
5670,4.973917,250.0227
5700,4.973933,250.0246
5730,4.973966,250.02310000000003
5760,4.973927,250.0219
5790,4.973969,250.0227
5820,4.973979,250.02409999999998
5850,4.974007,250.02329999999998
5880,4.973997,250.0234
5910,4.97398,250.02139999999997
5940,4.973998,250.0234
5970,2.020185,0.005937019
6000,2.040109,0.0059828649999999995
6030,2.060709,0.006046867
6060,2.080625,0.006068394
6090,2.100849,0.006097084
6120,2.120785,0.0061978269999999995
6150,2.140717,0.006255648999999999
6180,2.161309,0.006323225
6210,2.181186,0.0063843879999999995
6240,2.201116,0.006387733
6270,2.221345,0.00645072
6300,2.24127,0.006430928
6330,2.26187,0.006534908
6360,2.281753,0.006601775000000001
6390,2.301692,0.006646041
6420,2.321605,0.00666872
6450,2.341841,0.006764535
6480,2.362457,0.006827032
6510,2.382367,0.006878748
6540,2.402282,0.006937266
6570,2.422213,0.006967157
6600,2.44243,0.0070032539999999996
6630,2.462684,0.007077736
6660,2.482938,0.007120348
6690,2.502881,0.007187975
6720,2.522763,0.007232274
6750,2.542677,0.007278423
6780,2.563251,0.007372099
6810,2.583211,0.007435702
6840,2.603438,0.0074751290000000005
6870,2.623329,0.00755132
6900,2.643255,0.007577369999999999
6930,2.663819,0.0076218
6960,2.683763,0.0077145650000000005
6990,2.703653,0.007769031
7020,2.723923,0.007854377
7050,2.743816,0.007940836
7080,2.764441,0.008007216
7110,2.784364,0.008076690999999999
7140,2.804224,0.00816634
7170,2.824497,0.00823287
7200,2.844419,0.008336099999999999
7230,2.864985,0.008419628
7260,2.8849,0.008501236
7290,2.904806,0.008620668
7320,2.924726,0.008731550999999999
7350,2.944955,0.008847162
7380,2.965205,0.008990162
7410,2.985433,0.009090797
7440,3.005328,0.009244800000000001
7470,3.025263,0.009409778
7500,3.04518,0.009586202
7530,3.065786,0.00976896
7560,3.085695,0.009987857000000001
7590,3.105977,0.01018478
7620,3.125852,0.01044324
7650,3.145758,0.01071946
7680,3.16635,0.010998609999999999
7710,3.186263,0.011336730000000001
7740,3.206146,0.01163761
7770,3.226403,0.0119912
7800,3.246316,0.01233643
7830,3.266887,0.012845230000000001
7860,3.286824,0.01337328
7890,3.30671,0.013986640000000002
7920,3.326956,0.01467085
7950,3.346868,0.01546033
7980,3.36744,0.01632441
8010,3.387345,0.01719275
8040,3.407194,0.018661729999999998
8070,3.427105,0.019891
8100,3.447376,0.02106801
8130,3.467619,0.02247159
8160,3.487844,0.02410499
8190,3.507747,0.025918709999999998
8220,3.527687,0.028022870000000002
8250,3.547559,0.03033222
8280,3.568156,0.0330464
8310,3.588054,0.03603518
8340,3.608339,0.03940201
8370,3.628231,0.043209449999999996
8400,3.648121,0.04748048
8430,3.668727,0.05247721
8460,3.688624,0.057911790000000005
8490,3.708904,0.0642394
8520,3.728798,0.07117086
8550,3.749431,0.07936299
8580,3.76932,0.08830843999999999
8610,3.789272,0.09842005999999999
8640,3.809168,0.1098845
8670,3.829392,0.122979
8700,3.849643,0.1380122
8730,3.869892,0.1549925
8760,3.889839,0.1738828
8790,3.909698,0.1952703
8820,3.929646,0.21961
8850,3.950241,0.24813230000000003
8880,3.970165,0.2795746
8910,3.990398,0.315803
8940,4.010274,0.3562843
8970,4.03023,0.402261
9000,4.05081,0.4563627
9030,4.07072,0.5158860000000001
9060,4.090615,0.583456
9090,4.11089,0.6617244000000001
9120,4.130885,0.7493292
9150,4.151466,0.8525172
9180,4.171378,0.9661455999999999
9210,4.191173,1.094357
9240,4.211406,1.2440419999999999
9270,4.231318,1.411534
9300,4.251912,1.609098
9330,4.271837,1.8271700000000002
9360,4.291775,2.075381
9390,4.311714,2.358115
9420,4.331966,2.685918
9450,4.352195,3.059954
9480,4.37247,3.4869999999999997
9510,4.392389,3.966135
9540,4.412268,4.512429
9570,4.432243,5.135228000000001
9600,4.452852,5.871483
9630,4.47277,6.684734000000001
9660,4.49303,7.628552
9690,4.512951,8.687192
9720,4.532932,9.894758000000001
9750,4.55336,11.30031
9780,4.573287,12.8773
9810,4.593503,14.7037
9840,4.61346,16.7563
9870,4.633363,19.09462
9900,4.653964,21.860400000000002
9930,4.673826,24.911929999999998
9960,4.69378,28.39235
9990,4.71403,32.439389999999996
10020,4.733975,36.97383
10050,4.754569,42.33795
10080,4.774413,48.240649999999995
10110,4.794353,54.9928
10140,4.814272,62.68082999999999
10170,4.834523,71.6028
10200,4.854828,81.78193
10230,4.875076,93.39567
10260,4.894764,106.1556
10290,4.914696,120.99040000000001
10320,4.934626,137.80530000000002
10350,4.955226,157.6099
10380,4.975142,179.4314
10410,4.995404,204.6854
10440,5.015338,232.89679999999998
10470,5.026341,250.02290000000002
10500,5.02636,250.02249999999998
10530,5.026377,250.02139999999997
10560,5.026386,250.02249999999998
10590,5.026391,250.02139999999997
10620,5.026462,250.02279999999996
10650,5.026486,250.0236
10680,5.026518,250.02329999999998
10710,5.026484,250.0213
10740,5.026502,250.0222
10770,5.026524,250.02200000000002
10800,5.026556,250.02290000000002
10830,5.026555,250.02290000000002
10860,5.026521,250.02120000000002
10890,5.026549,250.0211
10920,5.026565,250.0226
10950,5.02659,250.02279999999996
10980,5.026588,250.0232
11010,5.026583,250.0216
11040,5.026625,250.02329999999998
11070,5.026577,250.0218
11100,5.026642,250.0246
11130,5.026607,250.02249999999998
11160,5.026602,250.02370000000002
11190,5.026622,250.02329999999998
11220,5.026619,250.0219
11250,5.026649,250.0222
11280,5.026671,250.02290000000002
11310,5.026646,250.02279999999996
11340,5.026642,250.0224
11370,5.026695,250.0238
11400,5.026671,250.02230000000003
11430,5.026676,250.0238
11460,5.026677,250.02230000000003
11490,5.026693,250.02290000000002
11520,5.026697,250.0234
11550,5.026658,250.0221
11580,5.026699,250.0234
11610,5.026698,250.02290000000002
11640,5.026704,250.02279999999996
11670,5.026714,250.02249999999998
11700,5.026714,250.0227
11730,5.026754,250.0234
11760,5.026746,250.0227
11790,5.026745,250.0232
11820,5.026767,250.02310000000003
11850,5.026755,250.02470000000002
11880,5.02677,250.02329999999998
11910,5.026754,250.02279999999996
11940,2.020205,0.006093055
11970,2.040105,0.006148801
12000,2.060691,0.006189122
12030,2.080598,0.006236554
12060,2.100851,0.006293348
12090,2.12077,0.006313526
12120,2.140715,0.006376477
12150,2.161283,0.006424605999999999
12180,2.181167,0.006447779
12210,2.201076,0.00653062
12240,2.22135,0.006573287
12270,2.241273,0.006604808
12300,2.261842,0.006677446
12330,2.281755,0.0067305559999999995
12360,2.301654,0.0067526819999999994
12390,2.321578,0.006815085
12420,2.341845,0.006850014
12450,2.362453,0.006883754
12480,2.38237,0.006971034
12510,2.402262,0.007003489999999999
12540,2.422202,0.007063467
12570,2.442431,0.0071409789999999996
12600,2.462685,0.007162961999999999
12630,2.482913,0.007225895
12660,2.50286,0.007279856
12690,2.522732,0.007319084
12720,2.542704,0.007375781
12750,2.563264,0.00742118
12780,2.58315,0.007455323
12810,2.603449,0.007545733
12840,2.623302,0.007593352
12870,2.643246,0.007659592
12900,2.663854,0.007740698999999999
12930,2.683764,0.00776452
12960,2.703647,0.00781956
12990,2.723943,0.007917968
13020,2.743802,0.007955338
13050,2.7644,0.008047885
13080,2.78432,0.008119741
13110,2.804225,0.008169915000000002
13140,2.824493,0.008272999
13170,2.844417,0.008350316
13200,2.864977,0.008427683
13230,2.884893,0.00854677
13260,2.904813,0.008610415000000001
13290,2.924705,0.008684736
13320,2.944973,0.008827676999999999
13350,2.965217,0.008923073
13380,2.985457,0.009063297
13410,3.005382,0.009212414
13440,3.025268,0.009335289
13470,3.045171,0.009479434
13500,3.065762,0.009672267
13530,3.085688,0.009837699
13560,3.105926,0.010042539999999999
13590,3.125831,0.01025213
13620,3.145752,0.010464359999999999
13650,3.166339,0.01075724
13680,3.186249,0.0110258
13710,3.206146,0.0113387
13740,3.226408,0.01170946
13770,3.246306,0.01205758
13800,3.266904,0.01248986
13830,3.286824,0.01297721
13860,3.306745,0.01349549
13890,3.326962,0.014083710000000001
13920,3.346868,0.01475264
13950,3.367443,0.01547755
13980,3.387337,0.01629699
14010,3.407223,0.01719631
14040,3.427101,0.01819192
14070,3.447393,0.01936856
14100,3.467643,0.02063575
14130,3.487854,0.02206754
14160,3.507745,0.02369205
14190,3.527694,0.02549227
14220,3.547586,0.027508190000000002
14250,3.568178,0.02987056
14280,3.588099,0.0324237
14310,3.608368,0.03536891
14340,3.628261,0.03865194
14370,3.648157,0.04231658
14400,3.668736,0.04661932
14430,3.68863,0.05131661
14460,3.708895,0.05670271
14490,3.728811,0.06270694
14520,3.749422,0.06975529
14550,3.769358,0.07744129000000001
14580,3.789271,0.08615070999999999
14610,3.809155,0.09597149999999999
14640,3.829425,0.1072737
14670,3.849653,0.1201432
14700,3.869908,0.1347161
14730,3.889815,0.1509563
14760,3.909697,0.16934570000000002
14790,3.929613,0.1901957
14820,3.950226,0.2146792
14850,3.97014,0.24164980000000003
14880,3.990395,0.27271320000000004
14910,4.010305,0.307415
14940,4.030215,0.3468218
14970,4.050796,0.3931825
15000,4.070696,0.444172
15030,4.090622,0.5020777000000001
15060,4.110912,0.5691878
15090,4.13085,0.6443036
15120,4.151479,0.7326236
15150,4.171385,0.8298695
15180,4.191319,0.9407654999999999
15210,4.211432,1.067989
15240,4.231354,1.2116049999999998
15270,4.25192,1.380697
15300,4.271856,1.567367
15330,4.291736,1.779743
15360,4.31166,2.0218369999999997
15390,4.331937,2.302044
15420,4.35218,2.622267
15450,4.372438,2.987823
15480,4.392344,3.398212
15510,4.412277,3.8657290000000004
15540,4.432236,4.398818
15570,4.45285,5.0293030000000005
15600,4.472771,5.724989
15630,4.493041,6.533616
15660,4.512972,7.440794
15690,4.532885,8.474368
15720,4.553511,9.696988
15750,4.573308,11.030899999999999
15780,4.593537,12.59791
15810,4.613452,14.35745
15840,4.633333,16.36247
15870,4.653977,18.73703
15900,4.673865,21.35624
15930,4.693785,24.34149
15960,4.714026,27.81317
15990,4.733955,31.71038
16020,4.754577,36.31664
16050,4.774438,41.38837
16080,4.794311,47.18663
16110,4.814288,53.79589
16140,4.834542,61.47419
16170,4.854812,70.2411
16200,4.875074,80.23181
16230,4.894981,91.44277
16260,4.914944,104.2304
16290,4.934638,118.49510000000001
16320,4.955209,135.603
16350,4.975132,154.45680000000002
16380,4.99542,176.269
16410,5.015312,200.64440000000002
16440,5.035233,228.3407
16470,5.049236,250.02279999999996
16500,5.049306,250.02310000000003
16530,5.049335,250.023
16560,5.049379,250.0232
16590,5.049396,250.0248
16620,5.049417,250.0236
16650,5.049425,250.02279999999996
16680,5.049462,250.0232
16710,5.049483,250.02279999999996
16740,5.049456,250.0216
16770,5.049492,250.0213
16800,5.0495,250.02169999999998
16830,5.049489,250.0221
16860,5.049524,250.023
16890,5.049533,250.024
16920,5.049563,250.0234
16950,5.049531,250.0224
16980,5.049573,250.0238
17010,5.049564,250.023
17040,5.049589,250.02409999999998
17070,5.049551,250.0208
17100,5.049583,250.0219
17130,5.049606,250.02329999999998
17160,5.049638,250.02329999999998
17190,5.049632,250.0232
17220,5.049632,250.0226
17250,5.049647,250.02249999999998
17280,5.049616,250.02120000000002
17310,5.049636,250.0221
17340,5.049677,250.02409999999998
17370,5.049656,250.0218
17400,5.049674,250.02290000000002
17430,5.049685,250.02279999999996
17460,5.049705,250.0236
17490,5.04973,250.02439999999999
17520,5.049723,250.023
17550,5.049716,250.023
17580,5.049679,250.0213
17610,5.049712,250.0213
17640,5.049737,250.02279999999996
17670,5.049736,250.02249999999998
17700,5.049733,250.02370000000002
17730,5.04974,250.0232
17760,5.049746,250.0238
17790,5.049738,250.0226
17820,5.049742,250.02290000000002
17850,5.049729,250.02169999999998
17880,5.049754,250.0246
17910,2.020159,0.006105468
17940,2.040094,0.006178072
17970,2.060699,0.0062367429999999995
18000,2.080637,0.006261514
18030,2.100831,0.006306798
18060,2.120746,0.006380238
18090,2.140675,0.006404697
18120,2.161292,0.00645664
18150,2.181175,0.00652937
18180,2.201065,0.006548802
18210,2.221344,0.006623494000000001
18240,2.241262,0.006687338
18270,2.261858,0.006742682
18300,2.281728,0.006781067
18330,2.30166,0.006845406
18360,2.321609,0.0068876810000000005
18390,2.341855,0.0069528160000000006
18420,2.362435,0.0069908470000000006
18450,2.382366,0.00702253
18480,2.402285,0.007098752
18510,2.422209,0.007135656
18540,2.44241,0.007209583
18570,2.462675,0.007274681
18600,2.482931,0.007312172
18630,2.502823,0.007343733000000001
18660,2.52277,0.0074189930000000005
18690,2.54265,0.007466413
18720,2.563222,0.00752508
18750,2.583176,0.007591962000000001
18780,2.603454,0.007635572999999999
18810,2.62333,0.007714830000000001
18840,2.643234,0.007752177000000001
18870,2.663835,0.00782596
18900,2.683743,0.007897225
18930,2.703647,0.007954288
18960,2.723896,0.007979609
18990,2.743861,0.008079166
19020,2.76442,0.008146233000000001
19050,2.784355,0.008214106
19080,2.804262,0.008296297000000001
19110,2.824489,0.008359996
19140,2.844433,0.008438010000000001
19170,2.864982,0.008519355000000001
19200,2.884902,0.008615229
19230,2.904793,0.008714518000000001
19260,2.924734,0.00881419
19290,2.944962,0.008874789000000001
19320,2.96517,0.009004406999999999
19350,2.985458,0.00912013
19380,3.00536,0.009235634
19410,3.025258,0.009388432
19440,3.045166,0.009513272
19470,3.065769,0.009656593
19500,3.085703,0.009802089
19530,3.105948,0.009985215
19560,3.125872,0.010168
19590,3.145741,0.0104058
19620,3.166308,0.010611579999999999
19650,3.186275,0.01086723
19680,3.206161,0.01114124
19710,3.226402,0.01144103
19740,3.246301,0.01178304
19770,3.266912,0.0121475
19800,3.286783,0.01252593
19830,3.306696,0.01299121
19860,3.326961,0.01349362
19890,3.346846,0.01402638
19920,3.36746,0.01467768
19950,3.387387,0.01534107
19980,3.407211,0.016093470000000002
20010,3.427124,0.01695788
20040,3.447398,0.01791886
20070,3.467647,0.01900222
20100,3.487873,0.02021553
20130,3.507785,0.02153322
20160,3.527693,0.02303872
20190,3.547606,0.024728
20220,3.568171,0.02667383
20250,3.588091,0.02881284
20280,3.608354,0.031243499999999997
20310,3.628251,0.03391209
20340,3.648161,0.036970119999999995
20370,3.668725,0.04052112
20400,3.688646,0.04438086
20430,3.708911,0.04883312
20460,3.728807,0.053744150000000004
20490,3.749431,0.05950713
20520,3.769319,0.06584248
20550,3.789237,0.07294568
20580,3.809135,0.08100402
20610,3.829401,0.09027516000000001
20640,3.849649,0.10072959999999999
20670,3.869918,0.112646
20700,3.889809,0.125893
20730,3.909685,0.1408506
20760,3.929621,0.15784890000000001
20790,3.95022,0.177756
20820,3.970141,0.19962100000000002
20850,3.990375,0.224867
20880,4.010316,0.2530006
20910,4.030214,0.2849537
20940,4.050776,0.322506
20970,4.07069,0.36373910000000004
21000,4.090621,0.41056349999999997
21030,4.110876,0.4647963
21060,4.13083,0.5253883
21090,4.151438,0.5967314
21120,4.171345,0.6751400000000001
21150,4.191283,0.7643753
21180,4.211563,0.8677268
21210,4.231524,0.9833228
21240,4.251889,1.1182919999999998
21270,4.27184,1.268326
21300,4.29177,1.438922
21330,4.311698,1.6332820000000001
21360,4.331947,1.858042
21390,4.3522,2.114745
21420,4.372428,2.407313
21450,4.392328,2.735948
21480,4.412296,3.1100790000000003
21510,4.432197,3.5364850000000003
21540,4.452838,4.039845
21570,4.472763,4.595689
21600,4.493034,5.241133
21630,4.512929,5.964736
21660,4.532858,6.788553
21690,4.553482,7.763403000000001
21720,4.573436,8.841564
21750,4.593692,10.091990000000001
21780,4.613443,11.47556
21810,4.633348,13.07337
21840,4.653964,14.96124
21870,4.673876,17.047
21900,4.693788,19.42222
21930,4.714024,22.18197
21960,4.733964,25.28369
21990,4.754553,28.9396
22020,4.774406,32.97351
22050,4.794333,37.585539999999995
22080,4.814245,42.838589999999996
22110,4.834527,48.941340000000004
22140,4.854743,55.90104
22170,4.87503,63.853539999999995
22200,4.894976,72.76946
22230,4.914921,82.93997
22260,4.934835,94.50383000000001
22290,4.955215,107.8759
22320,4.975141,122.9343
22350,4.995436,140.3221
22380,5.015324,159.7552
22410,5.03522,181.8214
22440,5.055822,207.83370000000002
22470,5.075696,236.47910000000002
22500,5.084399,250.0222
22530,5.084464,250.0242
22560,5.084477,250.02290000000002
22590,5.084483,250.02150000000003
22620,5.084543,250.02290000000002
22650,5.084558,250.02370000000002
22680,5.084587,250.0227
22710,5.084593,250.0232
22740,5.08462,250.02390000000003
22770,5.084623,250.023
22800,5.084628,250.02290000000002
22830,5.084618,250.0221
22860,5.084668,250.0238
22890,5.084635,250.02100000000002
22920,5.084682,250.0236
22950,5.0847,250.02409999999998
22980,5.084691,250.0232
23010,5.08471,250.0242
23040,5.084737,250.02249999999998
23070,5.084723,250.0234
23100,5.084735,250.0234
23130,5.084747,250.02230000000003
23160,5.084745,250.0221
23190,5.084748,250.0218
23220,5.084735,250.02200000000002
23250,5.084766,250.02310000000003
23280,5.084786,250.02279999999996
23310,5.084742,250.0211
23340,5.084786,250.0232
23370,5.084756,250.02169999999998
23400,5.0848,250.0236
23430,5.084772,250.0222
23460,5.084805,250.02279999999996
23490,5.08477,250.0222
23520,5.084787,250.023
23550,5.084769,250.0219
23580,5.08481,250.02439999999999
23610,5.084781,250.02139999999997
23640,5.084798,250.02450000000002
23670,5.08482,250.0234
23700,5.084843,250.0227
23730,5.084822,250.02279999999996
23760,5.084798,250.02150000000003
23790,5.084847,250.02290000000002
23820,5.084807,250.0218
23850,5.084841,250.02279999999996
23880,2.020186,0.006623395999999999
23910,2.040115,0.00666844
23940,2.0607,0.006691665
23970,2.080607,0.006743723
24000,2.100878,0.006826225
24030,2.120754,0.006869827
24060,2.140698,0.0069383399999999994
24090,2.161277,0.007007823
24120,2.181177,0.0070362160000000005
24150,2.201123,0.007091097
24180,2.221352,0.00714341
24210,2.241285,0.007190644
24240,2.261859,0.007260409
24270,2.281734,0.007295253
24300,2.301634,0.007331804
24330,2.321573,0.007417975
24360,2.34181,0.007460253
24390,2.362392,0.0075161709999999994
24420,2.382356,0.007582571
24450,2.402267,0.007612654999999999
24480,2.422147,0.007665703
24510,2.442442,0.007766892
24540,2.462668,0.007803635
24570,2.48292,0.007877725
24600,2.502847,0.00792298
24630,2.522756,0.007948872
24660,2.542671,0.008029697
24690,2.563224,0.008077029
24720,2.583155,0.008136224
24750,2.603418,0.008223903
24780,2.623313,0.008272078
24810,2.643214,0.008302696
24840,2.663844,0.008394352
24870,2.683729,0.008444278
24900,2.703673,0.008521996
24930,2.723924,0.008590964000000001
24960,2.743867,0.008650681
24990,2.764453,0.008719868
25020,2.784337,0.008807464
25050,2.804215,0.00887119
25080,2.824485,0.008971148
25110,2.844411,0.009030437
25140,2.864992,0.009087905
25170,2.884911,0.009198456
25200,2.904813,0.009296338
25230,2.924721,0.009371575
25260,2.944975,0.009501545
25290,2.965223,0.009586588
25320,2.985419,0.009698681
25350,3.005366,0.009831412
25380,3.025287,0.009944887
25410,3.045192,0.01008779
25440,3.06578,0.01026421
25470,3.085712,0.01040055
25500,3.10598,0.01058742
25530,3.125897,0.010775769999999999
25560,3.145789,0.01096857
25590,3.16637,0.01121548
25620,3.186238,0.011443739999999999
25650,3.206149,0.01168838
25680,3.226402,0.01201053
25710,3.246336,0.012328269999999999
25740,3.266912,0.012694710000000001
25770,3.286813,0.01308816
25800,3.306713,0.0135008
25830,3.326977,0.0139925
25860,3.346874,0.0145433
25890,3.36745,0.01512858
25920,3.387366,0.01579234
25950,3.407212,0.016530490000000002
25980,3.427112,0.01732728
26010,3.447379,0.0182632
26040,3.467652,0.01930871
26070,3.487896,0.02046175
26100,3.507773,0.02174644
26130,3.527685,0.02315965
26160,3.54764,0.024756990000000003
26190,3.568173,0.026650339999999998
26220,3.588096,0.028667779999999997
26250,3.608321,0.031012369999999997
26280,3.628229,0.033589390000000004
26310,3.648131,0.03645368
26340,3.668749,0.03982237
26370,3.68865,0.043525940000000006
26400,3.70889,0.04774201
26430,3.728798,0.05243421
26460,3.749428,0.05791846
26490,3.769315,0.06387405
26520,3.789253,0.07064295
26550,3.809163,0.07826605
26580,3.8294,0.08702707
26610,3.849638,0.0969622
26640,3.869887,0.10819290000000001
26670,3.889817,0.1206995
26700,3.909725,0.13488039999999998
26730,3.929644,0.1508901
26760,3.950199,0.169688
26790,3.970158,0.19035300000000002
26820,3.990419,0.21412029999999999
26850,4.010287,0.2406036
26880,4.030185,0.27066680000000004
26910,4.050773,0.3059871
26940,4.070743,0.3448192
26970,4.090605,0.3888362
27000,4.110864,0.4396803
27030,4.130852,0.4966607
27060,4.151404,0.5635156
27090,4.171344,0.6370949
27120,4.191272,0.7207242
27150,4.211548,0.8175792
27180,4.231496,0.9258075
27210,4.251928,1.0519589999999999
27240,4.27186,1.19244
27270,4.29176,1.3519379999999999
27300,4.311694,1.533504
27330,4.331955,1.74355
27360,4.352196,1.9831539999999999
27390,4.37245,2.256279
27420,4.392365,2.562633
27450,4.412279,2.911141
27480,4.432198,3.308453
27510,4.452818,3.776855
27540,4.47277,4.294835
27570,4.493027,4.894778
27600,4.512947,5.567429
27630,4.532861,6.334131
27660,4.55347,7.239329
27690,4.573394,8.240803000000001
27720,4.593665,9.402213
27750,4.613446,10.685519999999999
27780,4.633372,12.1682
27810,4.653994,13.921140000000001
27840,4.673872,15.854090000000001
27870,4.693789,18.05817
27900,4.714041,20.61735
27930,4.733971,23.488
27960,4.754558,26.87734
27990,4.774399,30.61052
28020,4.79435,34.87926
28050,4.814244,39.734519999999996
28080,4.834527,45.384350000000005
28110,4.854784,51.82192
28140,4.875045,59.16835
28170,4.894964,67.41752000000001
28200,4.914872,76.81004
28230,4.934859,87.4996
28260,4.955418,100.09379999999999
28290,4.975126,113.71509999999999
28320,4.995391,129.8197
28350,5.015306,147.7788
28380,5.035208,168.1862
28410,5.055807,192.22400000000002
28440,5.075762,218.6712
28470,5.095985,249.31740000000002
28500,5.096558,250.023
28530,5.096608,250.02439999999999
28560,5.096615,250.0219
28590,5.096641,250.023
28620,5.096666,250.0234
28650,5.09671,250.0234
28680,5.096734,250.02409999999998
28710,5.096725,250.0236
28740,5.096733,250.02249999999998
28770,5.096735,250.023
28800,5.096789,250.02390000000003
28830,5.096794,250.02290000000002
28860,5.09681,250.0232
28890,5.096833,250.023
28920,5.096821,250.02200000000002
