Applied_Voltage,Leakage_Current
482.6331,3.26e-06
485.6383,3.29e-06
488.6842,3.33e-06
491.6666,3.36e-06
494.6772,3.39e-06
497.6827,3.43e-06
500.6734,3.46e-06
503.7177,3.49e-06
506.7244,3.53e-06
509.7319,3.56e-06
512.7216,3.6e-06
515.7288,3.63e-06
518.7729,3.67e-06
521.7801,3.7e-06
524.7701,3.74e-06
527.7756,3.78e-06
530.7838,3.81e-06
533.8302,3.85e-06
536.8216,3.89e-06
539.8291,3.92e-06
542.8372,3.96e-06
545.8264,4e-06
548.8737,4.04e-06
551.8811,4.07e-06
554.889,4.11e-06
557.8804,4.15e-06
560.8879,4.19e-06
563.9315,4.23e-06
566.9371,4.27e-06
569.9282,4.31e-06
572.9346,4.35e-06
575.9444,4.39e-06
578.9918,4.43e-06
581.9797,4.47e-06
584.9872,4.51e-06
587.9984,4.55e-06
590.9854,4.59e-06
594.0339,4.63e-06
597.04,4.68e-06
600.0493,4.72e-06
1.007544,3.87e-09
4.012818,9.84e-09
7.020622,1.72e-08
10.06712,2.5e-08
13.05298,3.23e-08
16.06063,3.93e-08
19.06981,4.61e-08
22.05886,5.26e-08
25.11886,6.02e-08
28.10963,6.76e-08
31.117,7.52e-08
34.10474,8.26e-08
37.10919,9e-08
40.15348,9.78e-08
43.16329,1.06e-07
46.15052,1.17e-07
49.15695,1.27e-07
52.16578,1.38e-07
55.21102,1.49e-07
58.21588,1.55e-07
61.20414,1.71e-07
64.21207,1.83e-07
67.20079,1.95e-07
70.26233,2.07e-07
73.25152,2.19e-07
76.26191,2.31e-07
79.24922,2.43e-07
82.25669,2.55e-07
85.30381,2.68e-07
88.31175,2.8e-07
91.30058,2.92e-07
94.31123,3.05e-07
97.31842,3.18e-07
100.3644,3.31e-07
103.3713,3.44e-07
106.3616,3.57e-07
109.3699,3.71e-07
112.3551,3.84e-07
115.4182,3.97e-07
118.4096,4.11e-07
121.4171,4.25e-07
124.4062,4.39e-07
127.4157,4.53e-07
130.4616,4.68e-07
133.4692,4.82e-07
136.4588,4.97e-07
139.466,5.12e-07
142.4752,5.27e-07
145.519,5.43e-07
148.527,5.59e-07
151.5182,5.73e-07
154.5243,5.89e-07
157.5146,6.05e-07
160.5786,6.23e-07
163.5656,6.4e-07
166.5736,6.56e-07
169.5628,6.74e-07
172.5697,6.95e-07
175.6144,7.11e-07
178.6228,7.3e-07
181.6117,7.49e-07
184.6178,7.65e-07
187.623,7.86e-07
190.668,8.06e-07
193.675,8.23e-07
196.6634,8.44e-07
199.6716,8.63e-07
202.6602,8.82e-07
205.7236,9.06e-07
208.715,9.22e-07
211.7211,9.43e-07
214.7096,9.63e-07
217.7173,9.81e-07
220.7596,1e-06
223.7679,1.02e-06
226.7573,1.04e-06
229.7345,1.05e-06
232.1792,1.05e-06
235.8118,1.05e-06
238.8198,1.07e-06
241.8085,1.09e-06
244.8191,1.11e-06
247.8095,1.13e-06
250.8728,1.15e-06
253.8625,1.17e-06
256.8702,1.19e-06
259.8597,1.21e-06
262.8635,1.23e-06
265.9101,1.25e-06
268.9174,1.27e-06
271.9262,1.29e-06
274.9159,1.31e-06
277.9218,1.33e-06
280.968,1.35e-06
283.9762,1.37e-06
286.9666,1.39e-06
289.9745,1.41e-06
292.9636,1.43e-06
296.0269,1.46e-06
299.0184,1.48e-06
302.026,1.5e-06
305.015,1.52e-06
308.0797,1.54e-06
311.0677,1.57e-06
314.075,1.59e-06
317.0809,1.61e-06
320.071,1.63e-06
323.1169,1.66e-06
326.1225,1.68e-06
329.1299,1.7e-06
332.1194,1.72e-06
335.127,1.75e-06
338.1712,1.77e-06
341.1754,1.79e-06
344.1644,1.82e-06
347.1718,1.84e-06
350.1595,1.87e-06
353.222,1.89e-06
356.2118,1.91e-06
359.2202,1.94e-06
362.2281,1.96e-06
365.2172,1.99e-06
368.261,2.01e-06
371.268,2.04e-06
374.2753,2.06e-06
377.2636,2.09e-06
380.273,2.11e-06
383.3181,2.14e-06
386.3253,2.17e-06
389.3153,2.19e-06
392.3232,2.22e-06
395.3138,2.24e-06
398.3789,2.27e-06
401.3674,2.3e-06
404.3751,2.32e-06
407.3825,2.35e-06
410.3734,2.38e-06
413.4179,2.4e-06
416.4244,2.43e-06
419.4315,2.46e-06
422.4224,2.49e-06
425.429,2.52e-06
428.4741,2.54e-06
431.4826,2.57e-06
434.472,2.6e-06
437.4821,2.63e-06
440.4701,2.66e-06
443.5339,2.69e-06
446.5242,2.72e-06
449.5297,2.75e-06
452.5394,2.77e-06
455.528,2.8e-06
458.5718,2.83e-06
461.5815,2.86e-06
464.5876,2.9e-06
467.5773,2.93e-06
470.5847,2.96e-06
473.6289,2.99e-06
476.6362,3.02e-06
479.6269,3.05e-06
482.6337,3.08e-06
485.6419,3.11e-06
488.6859,3.14e-06
491.6707,3.18e-06
494.6797,3.21e-06
497.6845,3.24e-06
500.6727,3.27e-06
503.7201,3.31e-06
506.7257,3.34e-06
509.7332,3.37e-06
512.7242,3.41e-06
515.7313,3.44e-06
518.7747,3.47e-06
521.7827,3.51e-06
524.7698,3.54e-06
527.778,3.58e-06
530.7863,3.61e-06
533.8328,3.65e-06
536.8223,3.68e-06
539.8289,3.72e-06
542.8385,3.75e-06
545.8282,3.79e-06
548.8756,3.82e-06
551.8835,3.86e-06
554.8896,3.9e-06
557.8799,3.93e-06
560.8894,3.97e-06
563.9336,4.01e-06
566.9374,4.05e-06
569.9287,4.08e-06
572.9359,4.12e-06
575.9459,4.16e-06
578.9916,4.2e-06
581.9809,4.24e-06
584.9891,4.28e-06
587.9977,4.32e-06
590.9866,4.36e-06
594.0316,4.4e-06
597.0396,4.44e-06
600.0495,4.48e-06
1.009896,4.31e-09
4.013748,1.18e-08
7.020504,1.79e-08
10.06669,2.62e-08
13.05297,3.37e-08
16.05951,4.09e-08
19.06853,4.77e-08
22.05936,5.48e-08
25.11843,6.24e-08
28.11022,6.99e-08
31.1161,7.78e-08
34.10551,8.54e-08
37.11003,9.3e-08
40.15462,1.01e-07
43.16171,1.1e-07
46.15106,1.2e-07
49.1576,1.31e-07
52.16614,1.42e-07
55.21193,1.53e-07
58.21613,1.59e-07
61.20523,1.75e-07
64.21105,1.87e-07
67.20177,1.99e-07
70.26381,2.11e-07
73.25211,2.23e-07
76.26087,2.35e-07
79.25106,2.47e-07
82.25858,2.59e-07
85.30547,2.72e-07
88.3128,2.85e-07
91.30116,2.97e-07
94.31191,3.1e-07
97.31899,3.23e-07
100.3652,3.36e-07
103.3726,3.49e-07
106.3626,3.62e-07
109.3703,3.75e-07
112.356,3.89e-07
115.4199,4.02e-07
118.4105,4.16e-07
121.417,4.3e-07
124.4084,4.44e-07
127.4158,4.58e-07
130.462,4.73e-07
133.4705,4.88e-07
136.4592,5.02e-07
139.4674,5.17e-07
142.4746,5.32e-07
145.5193,5.48e-07
148.5277,5.64e-07
151.5181,5.79e-07
154.5254,5.95e-07
157.5146,6.12e-07
160.5777,6.29e-07
163.5662,6.44e-07
166.5743,6.63e-07
169.5637,6.79e-07
172.5713,6.98e-07
175.6168,7.18e-07
178.6237,7.34e-07
181.6124,7.54e-07
184.6199,7.73e-07
187.623,7.91e-07
190.6691,8.13e-07
193.6748,8.3e-07
196.6635,8.49e-07
199.6717,8.71e-07
202.659,8.88e-07
205.7225,9.1e-07
208.7129,9.29e-07
211.7203,9.47e-07
214.71,9.68e-07
217.7167,9.89e-07
220.7604,1.01e-06
223.7681,1.03e-06
226.7566,1.05e-06
229.6765,1.05e-06
231.7704,1.05e-06
235.8112,1.06e-06
238.8191,1.08e-06
241.8097,1.09e-06
244.8181,1.11e-06
247.8081,1.13e-06
250.8723,1.15e-06
253.8619,1.17e-06
256.8708,1.19e-06
259.8582,1.21e-06
262.8631,1.23e-06
265.91,1.25e-06
268.9165,1.27e-06
271.925,1.29e-06
274.915,1.31e-06
277.9227,1.33e-06
280.9682,1.36e-06
283.9759,1.38e-06
286.9662,1.4e-06
289.9738,1.42e-06
292.9622,1.44e-06
296.0276,1.46e-06
299.0174,1.48e-06
302.0259,1.5e-06
305.016,1.53e-06
308.0787,1.55e-06
311.0673,1.57e-06
314.0749,1.59e-06
317.0812,1.62e-06
320.0706,1.64e-06
323.1164,1.66e-06
326.1238,1.68e-06
329.1313,1.71e-06
332.1201,1.73e-06
335.1267,1.75e-06
338.1709,1.78e-06
341.1736,1.8e-06
344.1649,1.82e-06
347.1719,1.85e-06
350.1606,1.87e-06
353.2223,1.89e-06
356.2129,1.92e-06
359.222,1.94e-06
362.2287,1.97e-06
365.2172,1.99e-06
368.262,2.02e-06
371.2691,2.04e-06
374.2749,2.07e-06
377.264,2.09e-06
380.2734,2.12e-06
383.3192,2.14e-06
386.326,2.17e-06
389.3169,2.2e-06
392.3238,2.22e-06
395.3141,2.25e-06
398.3801,2.27e-06
401.3689,2.3e-06
404.3778,2.33e-06
407.3846,2.35e-06
410.3743,2.38e-06
413.4191,2.41e-06
416.4238,2.44e-06
419.4328,2.46e-06
422.4212,2.49e-06
425.4283,2.52e-06
428.4747,2.55e-06
431.4833,2.58e-06
434.4719,2.6e-06
437.4814,2.63e-06
440.47,2.66e-06
443.5336,2.69e-06
446.5241,2.72e-06
449.5314,2.75e-06
452.5385,2.78e-06
455.5294,2.81e-06
458.5727,2.84e-06
461.5804,2.87e-06
464.5883,2.9e-06
467.5771,2.93e-06
470.5847,2.96e-06
473.6306,2.99e-06
476.6357,3.02e-06
479.627,3.05e-06
482.634,3.08e-06
485.6417,3.12e-06
488.6843,3.15e-06
491.6707,3.18e-06
494.6782,3.21e-06
497.6858,3.24e-06
500.6737,3.28e-06
503.7199,3.31e-06
506.7267,3.34e-06
509.7341,3.38e-06
512.7244,3.41e-06
515.73,3.44e-06
518.7749,3.48e-06
521.7817,3.51e-06
524.7708,3.55e-06
527.7785,3.58e-06
530.7853,3.61e-06
533.8309,3.65e-06
536.8209,3.68e-06
539.8285,3.72e-06
542.8378,3.76e-06
545.8276,3.79e-06
548.8742,3.83e-06
551.8835,3.86e-06
554.8911,3.9e-06
557.8802,3.94e-06
560.8905,3.97e-06
563.9349,4.01e-06
566.9396,4.05e-06
569.9295,4.09e-06
572.9362,4.13e-06
575.9454,4.16e-06
578.9921,4.2e-06
581.9797,4.24e-06
584.9883,4.28e-06
587.9979,4.32e-06
590.9877,4.36e-06
594.0345,4.4e-06
597.0413,4.44e-06
600.0503,4.48e-06
1.007762,4.23e-09
4.013531,1.14e-08
7.02066,1.7e-08
10.0648,2.52e-08
13.05243,3.26e-08
16.06089,3.94e-08
19.06961,4.6e-08
22.05961,5.28e-08
25.12043,6.03e-08
28.11069,6.75e-08
31.11584,7.5e-08
34.10628,8.22e-08
37.10955,8.95e-08
40.15419,9.71e-08
43.1625,1.07e-07
46.15003,1.17e-07
49.15583,1.27e-07
52.16498,1.38e-07
55.21093,1.49e-07
58.21636,1.55e-07
61.20452,1.7e-07
64.21127,1.82e-07
67.20045,1.94e-07
70.26259,2.05e-07
73.25174,2.17e-07
76.2613,2.29e-07
79.25003,2.4e-07
82.25786,2.52e-07
85.30448,2.65e-07
88.31114,2.77e-07
91.29967,2.89e-07
94.31114,3.02e-07
97.31827,3.14e-07
100.3647,3.27e-07
103.371,3.4e-07
106.3605,3.53e-07
109.3698,3.66e-07
112.3552,3.79e-07
115.4198,3.92e-07
118.4094,4.05e-07
121.4181,4.19e-07
124.407,4.32e-07
127.4139,4.46e-07
130.4612,4.61e-07
133.4698,4.75e-07
136.4574,4.89e-07
139.4653,5.04e-07
142.4755,5.18e-07
145.5191,5.34e-07
148.5276,5.49e-07
151.518,5.64e-07
154.5249,5.8e-07
157.5151,5.95e-07
160.577,6.12e-07
163.5656,6.28e-07
166.5739,6.43e-07
169.5642,6.61e-07
172.5704,6.79e-07
175.6164,6.97e-07
178.6235,7.17e-07
181.6123,7.33e-07
184.618,7.52e-07
187.6217,7.72e-07
190.6678,7.89e-07
193.6736,8.08e-07
196.662,8.27e-07
199.6714,8.44e-07
202.6591,8.65e-07
205.723,8.86e-07
208.7133,9.02e-07
211.7211,9.25e-07
214.7085,9.43e-07
217.7164,9.63e-07
220.7596,9.86e-07
223.7679,1e-06
226.757,1.02e-06
229.7652,1.04e-06
232.7837,1.05e-06
235.8099,1.03e-06
238.8199,1.05e-06
241.8082,1.07e-06
244.8177,1.09e-06
247.8085,1.11e-06
250.8714,1.13e-06
253.8628,1.15e-06
256.8712,1.16e-06
259.8591,1.18e-06
262.8629,1.2e-06
265.9099,1.22e-06
268.9171,1.24e-06
271.9249,1.26e-06
274.9148,1.28e-06
277.9224,1.3e-06
280.9678,1.32e-06
283.9772,1.34e-06
286.9673,1.37e-06
289.9745,1.39e-06
292.9641,1.41e-06
296.028,1.43e-06
299.0177,1.45e-06
302.0255,1.47e-06
305.0144,1.49e-06
308.0782,1.51e-06
311.0661,1.54e-06
314.0742,1.56e-06
317.0797,1.58e-06
320.0701,1.6e-06
323.1155,1.62e-06
326.1226,1.65e-06
329.1299,1.67e-06
332.1197,1.69e-06
335.1266,1.71e-06
338.1697,1.74e-06
341.1758,1.76e-06
344.1635,1.78e-06
347.1711,1.81e-06
350.1595,1.83e-06
353.2224,1.85e-06
356.2116,1.88e-06
359.2191,1.9e-06
362.2278,1.92e-06
365.2182,1.95e-06
368.2616,1.97e-06
371.2701,2e-06
374.2759,2.02e-06
377.264,2.05e-06
380.2738,2.07e-06
383.3179,2.1e-06
386.3258,2.12e-06
389.317,2.15e-06
392.3233,2.17e-06
395.3142,2.2e-06
398.3801,2.23e-06
401.3667,2.25e-06
404.377,2.28e-06
407.3847,2.3e-06
410.3732,2.33e-06
413.4193,2.36e-06
416.4242,2.38e-06
419.4324,2.41e-06
422.4216,2.44e-06
425.4275,2.47e-06
428.4749,2.49e-06
431.4815,2.52e-06
434.4727,2.55e-06
437.4822,2.58e-06
440.4706,2.61e-06
443.5344,2.63e-06
446.5242,2.66e-06
449.531,2.69e-06
452.5405,2.72e-06
455.528,2.75e-06
458.5727,2.78e-06
461.5811,2.81e-06
464.5887,2.84e-06
467.5767,2.87e-06
470.5837,2.9e-06
473.6303,2.93e-06
476.6362,2.96e-06
479.6262,2.99e-06
482.634,3.02e-06
485.6416,3.05e-06
488.6853,3.08e-06
491.6709,3.11e-06
494.6786,3.15e-06
497.6843,3.18e-06
500.6728,3.21e-06
503.7192,3.24e-06
506.7245,3.27e-06
509.7322,3.31e-06
512.7237,3.34e-06
515.7302,3.37e-06
518.7762,3.41e-06
521.7833,3.44e-06
524.7711,3.47e-06
527.7794,3.51e-06
530.7861,3.54e-06
533.8317,3.58e-06
536.8212,3.61e-06
539.8278,3.64e-06
542.8394,3.68e-06
545.8276,3.71e-06
548.8738,3.75e-06
551.8839,3.79e-06
554.8907,3.82e-06
557.8806,3.86e-06
560.8909,3.89e-06
563.9342,3.93e-06
566.9388,3.97e-06
569.9292,4.01e-06
572.9357,4.04e-06
575.9448,4.08e-06
578.9898,4.12e-06
581.98,4.16e-06
584.989,4.2e-06
587.9985,4.23e-06
590.9869,4.27e-06
594.0336,4.31e-06
597.0418,4.35e-06
600.0496,4.39e-06
1.008198,3.1e-09
4.014071,1.01e-08
7.020038,1.5e-08
10.06687,2.19e-08
13.05425,2.85e-08
16.06352,3.5e-08
19.07143,4.19e-08
22.06,4.89e-08
25.12105,5.61e-08
28.11227,6.31e-08
31.11853,7e-08
34.10671,7.66e-08
37.11141,8.47e-08
40.15579,9.42e-08
43.16273,1.04e-07
46.153,1.14e-07
49.15911,1.24e-07
52.16812,1.35e-07
55.21193,1.45e-07
58.21743,1.51e-07
61.20604,1.66e-07
64.21288,1.77e-07
67.20296,1.88e-07
70.26511,2e-07
73.25343,2.11e-07
76.26236,2.22e-07
79.25056,2.33e-07
82.25896,2.45e-07
85.30547,2.57e-07
88.31168,2.69e-07
91.30253,2.81e-07
94.31321,2.93e-07
97.31996,3.05e-07
100.3648,3.17e-07
103.3727,3.3e-07
106.3617,3.42e-07
109.3707,3.55e-07
112.3564,3.68e-07
115.4196,3.8e-07
118.4092,3.94e-07
121.4171,4.06e-07
124.4079,4.19e-07
127.4145,4.33e-07
130.4613,4.47e-07
133.471,4.6e-07
136.4589,4.74e-07
139.4657,4.89e-07
142.4766,5.02e-07
145.5199,5.17e-07
148.5282,5.32e-07
151.5185,5.46e-07
154.526,5.62e-07
157.5154,5.76e-07
160.5777,5.92e-07
163.5663,6.08e-07
166.5747,6.24e-07
169.5639,6.39e-07
172.571,6.57e-07
175.6167,6.74e-07
178.6232,6.91e-07
181.6128,7.1e-07
184.6206,7.26e-07
187.6226,7.45e-07
190.6687,7.64e-07
193.6757,7.8e-07
196.6625,8e-07
199.6723,8.18e-07
202.6595,8.36e-07
205.7237,8.59e-07
208.713,8.75e-07
211.7212,8.94e-07
214.7103,9.15e-07
217.7182,9.32e-07
220.762,9.53e-07
223.7681,9.72e-07
226.7584,9.89e-07
229.7661,1.01e-06
232.7755,1.03e-06
235.8205,1.05e-06
238.6995,1.05e-06
240.8714,1.05e-06
244.8175,1.06e-06
247.8084,1.07e-06
250.8729,1.09e-06
253.862,1.11e-06
256.8702,1.13e-06
259.8597,1.15e-06
262.8636,1.17e-06
265.9093,1.19e-06
268.9177,1.21e-06
271.9255,1.23e-06
274.9146,1.25e-06
277.9232,1.27e-06
280.9682,1.29e-06
283.9778,1.31e-06
286.9675,1.33e-06
289.9753,1.35e-06
292.9642,1.37e-06
296.026,1.39e-06
299.0169,1.41e-06
302.0258,1.43e-06
305.0161,1.45e-06
308.0789,1.47e-06
311.067,1.49e-06
314.0752,1.51e-06
317.0813,1.54e-06
320.0721,1.56e-06
323.1167,1.58e-06
326.1242,1.6e-06
329.1309,1.62e-06
332.1197,1.64e-06
335.1262,1.67e-06
338.1717,1.69e-06
341.1762,1.71e-06
344.1635,1.73e-06
347.1729,1.76e-06
350.161,1.78e-06
353.2229,1.8e-06
356.2127,1.83e-06
359.2216,1.85e-06
362.2299,1.87e-06
365.2187,1.9e-06
368.2623,1.92e-06
371.2709,1.94e-06
374.277,1.97e-06
377.2645,1.99e-06
380.2732,2.02e-06
383.3178,2.04e-06
386.3264,2.07e-06
389.3163,2.09e-06
392.3243,2.12e-06
395.315,2.14e-06
398.3801,2.17e-06
401.3681,2.19e-06
404.3766,2.22e-06
407.3842,2.24e-06
410.3737,2.27e-06
413.4192,2.3e-06
416.4234,2.32e-06
419.4313,2.35e-06
422.4224,2.38e-06
425.428,2.4e-06
428.4741,2.43e-06
431.4826,2.46e-06
434.4732,2.48e-06
437.4821,2.51e-06
440.4695,2.54e-06
443.5348,2.57e-06
446.5234,2.6e-06
449.5302,2.62e-06
452.5388,2.65e-06
455.5297,2.68e-06
458.5736,2.71e-06
461.5821,2.74e-06
464.5871,2.77e-06
467.5767,2.8e-06
470.5848,2.83e-06
473.6307,2.86e-06
476.6368,2.89e-06
479.6272,2.92e-06
482.6337,2.95e-06
485.6418,2.98e-06
488.6842,3.01e-06
491.6701,3.04e-06
494.6788,3.07e-06
497.6845,3.1e-06
500.6735,3.13e-06
503.7183,3.16e-06
506.7273,3.19e-06
509.7322,3.23e-06
512.7238,3.26e-06
515.7307,3.29e-06
518.7752,3.32e-06
